id,price,quantity,order_id,product_id,variation_id
1,55,330,1,T6Z9L,
2,55,1000,2,T6Z9L,
3,55,135,3,T6Z9L,
4,55,805,4,T6Z9L,
5,55,250,5,T6Z9L,
6,55,700,6,T6Z9L,
7,55,980,7,T6Z9L,
8,55,1000,8,T6Z9L,
9,55,275,9,T6Z9L,
10,55,700,10,T6Z9L,
11,55,100,11,T6Z9L,
12,55,980,12,T6Z9L,
13,55,805,13,T6Z9L,
14,55,330,14,T6Z9L,
15,55,1000,15,T6Z9L,
16,55,1000,16,T6Z9L,
17,55,532,17,T6Z9L,
18,55,532,18,T6Z9L,
19,55,532,19,T6Z9L,
20,55,790,20,T6Z9L,
21,55,805,21,T6Z9L,
22,55,330,22,T6Z9L,
23,55,100,23,T6Z9L,
24,55,250,24,T6Z9L,
25,55,700,25,T6Z9L,
26,55,700,26,T6Z9L,
27,55,805,27,T6Z9L,
28,55,330,28,T6Z9L,
29,55,2035,29,T6Z9L,
30,55,175,30,T6Z9L,
31,55,525,31,T6Z9L,
32,55,275,32,T6Z9L,
33,55,532,33,T6Z9L,
34,55,275,34,T6Z9L,
35,55,250,35,T6Z9L,
36,55,330,36,T6Z9L,
37,55,275,37,T6Z9L,
38,55,100,38,T6Z9L,
39,55,275,39,T6Z9L,
40,55,623,40,T6Z9L,
41,55,790,41,T6Z9L,
42,55,250,42,T6Z9L,
43,55,790,43,T6Z9L,
44,55,805,44,T6Z9L,
45,55,790,45,T6Z9L,
46,55,250,46,T6Z9L,
47,55,980,47,T6Z9L,
48,55,790,48,T6Z9L,
49,55,100,49,T6Z9L,
50,55,700,50,T6Z9L,
51,55,980,51,T6Z9L,
52,55,135,52,T6Z9L,
53,55,100,53,T6Z9L,
54,55,2035,54,T6Z9L,
55,55,175,55,T6Z9L,
56,55,100,56,T6Z9L,
57,55,623,57,T6Z9L,
58,55,805,58,T6Z9L,
59,55,623,59,T6Z9L,
60,55,980,60,T6Z9L,
61,55,790,61,T6Z9L,
62,55,790,62,T6Z9L,
63,55,980,63,T6Z9L,
64,55,100,64,T6Z9L,
65,55,700,65,T6Z9L,
66,55,175,66,T6Z9L,
67,55,980,67,T6Z9L,
68,55,2035,68,T6Z9L,
69,55,700,69,T6Z9L,
70,55,700,70,T6Z9L,
71,55,250,71,T6Z9L,
72,55,250,72,T6Z9L,
73,55,330,73,T6Z9L,
74,55,250,74,T6Z9L,
75,55,275,75,T6Z9L,
76,55,175,76,T6Z9L,
77,55,100,77,T6Z9L,
78,55,790,78,T6Z9L,
79,55,330,79,T6Z9L,
80,55,175,80,T6Z9L,
81,55,2035,81,T6Z9L,
82,55,525,82,T6Z9L,
83,55,805,83,T6Z9L,
84,55,250,84,T6Z9L,
85,55,980,85,T6Z9L,
86,55,275,86,T6Z9L,
87,55,980,87,T6Z9L,
88,55,275,88,T6Z9L,
89,55,525,89,T6Z9L,
90,55,2035,90,T6Z9L,
91,55,2035,91,T6Z9L,
92,55,250,92,T6Z9L,
93,55,135,93,T6Z9L,
94,55,135,94,T6Z9L,
95,55,330,95,T6Z9L,
96,55,275,96,T6Z9L,
97,55,980,97,T6Z9L,
98,55,135,98,T6Z9L,
99,55,330,99,T6Z9L,
100,55,700,100,T6Z9L,
101,55,623,101,T6Z9L,
102,55,805,102,T6Z9L,
103,55,525,103,T6Z9L,
104,55,100,104,T6Z9L,
105,55,250,105,T6Z9L,
106,55,330,106,T6Z9L,
107,55,1000,107,T6Z9L,
108,55,1000,108,T6Z9L,
109,55,805,109,T6Z9L,
110,55,330,110,T6Z9L,
111,55,1000,111,T6Z9L,
112,55,525,112,T6Z9L,
113,55,100,113,T6Z9L,
114,55,250,114,T6Z9L,
115,55,100,115,T6Z9L,
116,55,275,116,T6Z9L,
117,55,175,117,T6Z9L,
118,55,100,118,T6Z9L,
119,55,330,119,T6Z9L,
120,55,175,120,T6Z9L,
121,55,330,121,T6Z9L,
122,55,700,122,T6Z9L,
123,55,805,123,T6Z9L,
124,55,805,124,T6Z9L,
125,55,330,125,T6Z9L,
126,55,532,126,T6Z9L,
127,55,532,127,T6Z9L,
128,55,623,128,T6Z9L,
129,55,525,129,T6Z9L,
